,text
214,#Xinjiang | The persecution of the #Uyghurs is a crime against humanity and it is also the gravest example of a worldwide attack on #HumanRights
215,"#Pakistan PM #ImranKhan won't utter a word against #CCPChina, he is on Chinese payroll and will ignore the concern of #Uyghurs.

#ChineseStoogePakistan #DebtTrap #BRI #CPEC"
216,"Have you heard of #Uyghurmuslims, #PuppetPM? Or have you submitted your will to #XiJinping instead of Allah.
@TarekFatah
https://tribune.com.pk/story/2268336/efforts-against-islamophobia-to-continue-pm… https://tribune.com.pk/story/2268336/efforts-against-islamophobia-to-continue-pm?amp=1&__twitter_impression=true…"
217,"Xinjiang and the world - The persecution of the Uyghurs is a crime against humanity | Leaders | The Economist
https://economist.com/leaders/2020/10/17/the-persecution-of-the-uyghurs-is-a-crime-against-humanity…

#China #XiJinping #Asia #Uyghurs #UyghurGenocide  #Uighurs #UighurGenocide #Xinjiang #HumanRights
 #Genocide #UNHRC"
218,"China Is Erasing Mosques and Precious Shrines in Xinjiang https://nytimes.com/interactive/2020/09/25/world/asia/xinjiang-china-religious-site.html?smid=tw-share…

#China #XiJinping #Asia #Uyghurs #UyghurGenocide  #Uighurs #UighurGenocide #Xinjiang #HumanRights
 #Genocide #UNHRC"
219,"Glad to see this week's cover.
Espec w UN vote this week:
China seated on Human Rights Council. 

Despicable. 

Inexcusable.

2020...(sigh) 

If you're not yet- follow 
@nuryturkel
.
He is an eloquent spokesperson for the #Uyghurs. 
#UyghurGenocide"
220,Xinjiang and the world – The persecution of the #Uyghurs is a crime against humanity
221,"Uyghurs – “If I speak out, they will torture my family”: voices of #Uyghurs in exile"
222,Orphaned by the state – How Xinjiang’s gulag tears families apart  #Uyghurs
223,"Trump ""..ignores that the #Uyghurs are in literal concentration camps in #Xinjiang right now. He hasn't lifted a finger on behalf of the Hong Kongers,"" #HongKong #HongKongProtests"
224,"Manga on Uyghur woman's testimony of torture in China goes viral https://english.kyodonews.net/news/2019/11/a024ea9d0bf4-manga-on-uyghur-womans-testimony-of-torture-in-china-goes-viral.html…

#China #XiJinping #Asia #Uyghurs #UyghurGenocide #UyghurLivesMatter #Uighurs #UighurGenocide #Xinjiang #HumanRights
 #Genocide"
225,"What has happened to me  ～Testimony of a Kazakh woman～｜A documentary comic by Tomomi Shimizu  
@swim_shu
 #note https://note.com/tomomishimizu/n/n3e98fa71dc4e…

#China #XiJinping #Asia #Uyghurs #UyghurGenocide  #Uighurs #UighurGenocide #Xinjiang #HumanRights
 #Genocide"
226,"#Watch!

How #Chinese soldiers are torturing and killing #Uyghurs in #EastTurkistan.

#CCP's inhuman activities against ethnic minorities looking very crystal and clear except to #UNHRC 

#UighurGenocide #UighurLivesMatter  
@SalihHudayar
 @ETExileGov
 @ETAwakening"
227,"The EsadeGeo Daily Digest on 
@javiersolana
's blog:
 #China's persecution of the #Uyghurs
 #Biden and #Trump's competing #TownHalls
 Ongoing #Thai protests amid state of emergency
 UK Brexit negotiator disappointed by #EUCO
https://esade.me/3nWbK6V"
228,"A really difficult day yesterday, in more ways than one but it was really moving to spend some time in prayer at work #UyghurGenocide #Uyghurs"
229,"We recently attended a webinar about the #UyghurGenocide and so today we held fifteen minutes silence to pray for the #Uyghurs. Please, if you haven't already, take the time to educate yourself about what is happening to the #Uyghur people and take action. Suggested links below."
230,"Hi VC Yue - Our little effort today over here in Asia. We wrote a letter to Google / Youtube. Thanks

#China #CCP #HongKong #MilkTeaAlliance #Malaysia #Thailand #Japan #Taiwan #Tibet #Uyghurs #Philippines #Mongolia #ChinaVirus"
231,Glad to see US is banning the products made by #Uyghurs slaves
232,"@TheEconomist
 dedicates an entire issue to the #Uyghurs.
Here is some 
@ispionline
 content to contextualise:
In 
|
: https://ispionline.it/it/pubblicazione/anti-coronavirus-measures-chinas-xinjiang-litmus-test-inequality-26367…
In 
: https://ispionline.it/it/pubblicazione/cina-la-questione-uigura-nello-xinjiang-23987…
Sub 
|
:"
233,"The NSA of 
@ImranKhanPTI
 's govt. 
@YusufMoeed
 stated that #Pakistan is 100% satisfied with #China's Genocide of #Uyghurs because he claims its a ""non-issue."" The shameless leaders of the #Muslim world has effectively sold out to Chinese money."
234,"The persecution of the Uyghurs is a crime against humanity https://economist.com/leaders/2020/10/17/the-persecution-of-the-uyghurs-is-a-crime-against-humanity… #China #XiJinping #Asia #Uyghurs #UyghurGenocide #UyghurLivesMatter #Uighurs #UighurGenocide #Xinjiang #HumanRights
 #Genocide"
235,The persecution of the #Uyghurs is  GENOCIDE and a crime against humanity
236,"Thank you Adrian for a comprehensive report on #Uyghurs of #China.

Yes, the persecution of #Uyghurs is a crime against humanity. And muslim leaders like #Pakistan PM #ImranKhan must come forward and expose #CCPChina.

#BoycottChina #UyghurGenocide"
237,"""The persecution of the Uyghurs is a crime against humanity"" (related opinion piece)
https://economist.com/leaders/2020/10/17/the-persecution-of-the-uyghurs-is-a-crime-against-humanity…"
238,"Thank you for the effort from Mr Epstein and the team from 
@TheEconomist
 to bring us the updated situation in #Xinjiang. The miserable experience of #Uyghurs must be unveiled to the globe to acquire the international solidarity. Once again, thanks for this fabulous work."
239,"#Uyghurs are not free, both mentally and physically, even they are not in China, CCP is surveiling ethnic minorities with those betrayers"
240,"According to Pakistan PM 
@ImranKhanPTI
 National sec. Advisor #Uyghurs are non-issue... Seriously?? and he went on to say
""The West can say what it wants. I am telling you as a responsible official: we know everything we need to know about the Uighurs and everything else in China"""
241,Such a disgrace you support #ChinesePuppet! Biden will destroy global democracy and will continue the oppression of #HongKongProtests and #Uyghurs
242,"The persecution of the #Uyghurs is a crime against humanity 

It is also the gravest example of a worldwide attack on human rights

#UyghurGenocide 

https://economist.com/leaders/2020/10/17/the-persecution-of-the-uyghurs-is-a-crime-against-humanity… 
@DailyNewsSA"
243,"That’s why I repeatedly mentioned “evil fascist #CCP thugs”. These animals keep intimidating & threatening the free world. After #HongKong #Tibet #Uyghurs #Taiwan, next targets of invasive #CCP evil hands are 
 etc... #StandWithHongKong #HumanRights
 #FightForFreedom"
244,#China stop ! The state terror against #Uyghurs!
245,Islamic extremism ?? I thought Japan cared about #Uyghurs and Muslims China. Bloody Hypocrites
246,"Foreign Affairs Dept (外事部門) of Tokyo Met Police to be reorganised. The dept, which handles counterintelligence, now has 3 sections: 1 for RU, 2 for DPRK & PRC, 3 for Islamic extremism. Section 2 to be split to create dedicated sections for DPRK & PRC.  https://www3.nhk.or.jp/news/html/20201015/k10012662661000.html…"
247,"Other than the human rights problems due to using of #Uyghurs slaves, the medical supplies from China are just faulty and not safe to be used"
248,"Hey, this woman pictured doesn't look like the #Turkic #Uyghurs.

Am I actually seeing a #Chinese person working, without being forced into #camps like the #Uyghur people?"
249,"Welcome!

No indeed. We should not be working with countries that persecuted their own people in terrible ways. That's #China and their oppression of #Uyghurs and #HongKongers"
250,"Thanks for reporting on this. It's shocking that such atrocities are happening right now.

Let's not forget the tragedy of the holocaust. The world should react& send a clear signal to #China that such is not acceptable. That means sanctions, sharp rebukes & support for #Uyghurs"
251,Here is the report showing how #Uyghurs disappearing in their homeland:
252,"#UyghurGenocide #China 
I am happy that the world are finally starting to realise what is happening to #Uyghurs in #Xinjiang , this is a genocide like what #nazi did to jews. There is no reason the world should ignore this"
253,"#Palestine #PalestineMuslims #Iraq #Syria #Syrian #Yemen #Afghanistan #India #IndianMuslim #Kashmir #KashmiriMuslims #Burma #RohingyaMuslims #EastTurkistan #Uyghurs #Uyghurmuslims #Lebanon #Libya #Sudan #SaudiArabia #UAE #Turkey #Azerbaijan
No.11
Solution of #Muslims Degradation"
254,"The Prophet of Allah Almighty and his companions were concerned that how all the people of different countries would accept Islam and to save from hell fire. 
Cont..."
255,"According to government records, in 2018 more than 9,500 children aged between 7 and 12 in Yarkand, a Uyghur-dominated county, at one point had one or both parents detained by the state https://econ.trib.al/uToEfcT"
256,"Welcome 
@DavidAltonHL
 to Twitter!

Please follow Lord Alton who is a truly freedom fighter who dedicates time and effort to #HongKong , #Uyghurs , #Tibetans and other human right issues around the globe."
257,"It shouldn't be ""business as usual"" with countries complicit in Genocide - ask the Uighurs, ask the Tibetans. 

Our amendment invalidates trade deals made with genocidal States.  

Please draw it to the attention of your MP and  ask them to back it: 

https://davidalton.net/2020/10/13/cross-party-alliance-demands-an-end-to-trade-deals-with-states-complicit-in-genocide/…"
258,#Xinjiang #China and the world – The persecution of the #Uyghurs is a crime against humanity and #humanrights
259,".
@ImranKhanPTI
's National Security Advisor 
@YusufMoeed
 stated that #Pakistan is 100% satisfied with #China's Genocide of #Uyghurs because he claims its a ""non-issue."" The shameless leaders of the #Muslim world has effectively sold out to Chinese money."
260,"“And the camps are only part of a vast system of social control.”
@TheEconomist
 | #Uyghurs"
261,"BREAKING: #IPAC advisor @adrianzenz reveals the devastating impact of China's Xinjiang prison camps on Uyghur children.

An estimated 250,000 children have had a parent detained. Children with both parents detained are sent to state orphanages with restricted family contact. twitter.com/adrianzenz/sta…"
262,"Pathetic to see China become a member of #UNHRC. 

After the notorious #CCP regime has persecuted the innocent #Uyghurs in the reeducation camps and destroyed the civility and political freedom in #HongKong , the 
@UN
 system is bowing again to the #XiJinping emperor."
263,"U.N. Human Rights Council members today include:
 Saudi Arabia
 Pakistan
 Somalia 
 Nigeria
 Qatar
 Egypt 
 Cuba
 China

Joining on January 1, 2020:
 Venezuela (Maduro regime)
 Mauritania
 Sudan
 Libya

I wish I were making this up. I'm not. This is real."
264,"LOL... that's hilarious!!
Xi and #CCP also claimed themselves moral and treated the #hongkongers and #Uyghurs very nicely... #CCP_is_terrorist"
265,"What #China is doing against #Uyghurs & other Turkic peoples in #EastTurkistan is a GENOCIDE. The world must acknowledge & address the root of problem, the FACT that China has been occupying & colonizing East Turkistan for 71 years, in order to end this 21st Century Holocaust."
266,"Hey 
@jack
 what do your masters in #Beijing want you to do about the #Uyghurs #Taiwan #Tibet ? #TwitterCensorship #PRC 
@PDChinaa
 @ChineseEmbinUS"
267,#Uyghurs #UyghurGenocide Myth #UyghurLivesMatter  https://ahtribune.com/world/asia-pacific/china/4419-rudy-gobert-uyghur-genocide.html…
268,3 million #Uyghurs ...
269,"in this week’s China section (see article), the evidence of a campaign against the #Uyghurs at home and abroad becomes more shocking with each scouring of the satellite evidence, each leak of official documents and each survivor’s pitiful account."""
270,"Poster 222: ""#China's Death Cage""
#APosterADay4Uyghurs Day 222
3 millions #Uyghurs are caged in China's #ConcentrationCamps. 
I make a poster every day to draw people's attention to the #Uyghurs plight. Please retweet, follow, and make #Uyghur cause more visible. Thanks."
271,"This week's 
@TheEconomist
 cover story takes a deep dive in the ongoing persecution and crisis facing the #Uyghurs, #Kazakhs and other Muslim minorities in #Xinjiang, where more than 1 million are believed to have been interned in camps."
272," Waiting for your concern not only for #Uyghurs but for Pakistani hindus too. Minor daughters of Pakistani hindus,who are kidnapped, raped & converted to sex slaves of old muslim men in Pakistan. Hope Plight of Pakistani women sold to Chinese may be a concern4U."
273,"https://twitter.com/UyghurTimes1/status/1316402595322363905?s=19…
#CROOKEDJOE #CrookedJoeBiden #CrookedBiden 
Our post always been deleted by Chinese on Twitter and Facebook. We need more Human to attention About #Uyghurs #Uighur. 
#UyghurGenocide  #TwitterCensorship 
@BNONews
 #BlacksForTrump #VoteBidenisVoteChina"
274,Youth are paying the price for that community's inaction on holding #China accountable. These aren't criminals but young adults who don't wish to suffer the same fate as the #Uyghurs who languish inside China's camps. We must intervene #save12hkyouths #Genocide #FreeGulshanAbbas
275,"Anne had an absolutely horrific time when it came to motherhood. She was pregnant 17 times in 17 years, but only one of her children survived past two. Now, centuries later, researchers believe they know why."
276,"Why hasn’t Trump or Biden absolutely hammered the Uyghur genocide? No mention at the debate, no mention on the campaign trail, no mention in ads. The level of complicity is disgusting. #UyghurGenocide #Uyghurs"
277,"When Uyghurs are locked up by the state, their children are sent to state boarding schools, where they can be punished for using their own language https://econ.trib.al/Iiqkchg"
278,#Xinjiang and the #world – The persecution of the #Uyghurs is a #CrimeAgainstHumanity
279,Orphaned by the state – How Xinjiang’s #gulag tears families apart https://economist.com/china/2020/10/17/how-xinjiangs-gulag-tears-families-apart… #Uyghurs
280,Happening in Vancouver this Sunday! Come and support your local Uyghur community! Msg me for any questions or if you’d like to see the route of the march! #vancouver #Uyghurs #vancouvermarch
281,"It is not often that 
@TheEconomist
 turns its focus onto #humanrights
 and our collective unwillingness to support the rights of the #Uyghurs and many others. #HumanRights
 are indeed in crisis. What are we going to do about it? 
@ihrb
 @KenRoth
 @hrw
 @amnesty"
282,The #Chinese regime is completely 9 stages of the #Uyghur genocide...& still the world does not move. @UNHumanRights @UN @amnesty @amnestyusa @OIC_OCI @CPG_USHMM @Genocide twitter.com/MamtiminAla/st…
283,"3/3 Founder of 
@Arise
 @lukedepulford
 works tirelessly with government and other associations to eradicate this crime against humanity and raise global awareness. 

#uyghurs #china #foreignaffairs #arisefoundation"
284,"#TwitterCensorship the big tech use many Chinese thousand talents plan and Military-civils into USA and They use Chinese model to controls Americans #Elections2020 . We have many post has been deleted by them on Twitter and Facebook.
#Uyghurs #Uighurs #HunterBidenEmails"
285,Any who fail to gush about #China ‘s president risk internment. Abusive rulers often rally the majority against a minority. The persecution of the #Uyghurs is a crime against humanity.
286,"Its because of China, even tho he’s not playing there’s no reason why he shouldn’t be in the squad. The price you pay for speaking out for the oppressed but Ozil won’t stop speaking out again. Shame on Arsenal for not standing with him and wanting him to apologise for it #Uyghurs"
287,"#China does not realize yet that their actions against the #Uyghurs are having a severe impact on the entire Chinese people. They better halt these crimes against #Muslims before more of #God's wrath descend upon them, when regret would be too late."
288,"Who understands this expression ? 

“ I am worried about my family back in #EastTurkistan, I must compliment #CCPChina or they are in Danger.” 

Many #Uyghurs #Tibetens #Falungongs and other people in #China live with this."
289,You can give up hope on the #Uyghurs if #DimentiaJoe (Biden) were to get elected. He's in the pocket of the #ChineseCommunists like #TrudeauBlackface Castro.
290,"Last night I spoke to the 
@BrisFreeSpeech
 on the plight of the #Uyghurs and what we must do to stop #UyghurGenocide

You can watch my talk and Q&A here 

Never Again All Over Again: China’s Oppression of the Uighurs https://youtu.be/_BbwH7xnCzc via 
@YouTube"
291,"How can international community remain silent, seeing the faces of these children? #SaveTheChildren #Uyghurs"
292,"Gov't documents state that Yarkand No.3 middle schools alone has 139 children w/ both parents in detention. A teacher writes: “children come to school during the day & go back to the orphanage at night. ... It's not the parents who know them best, but teachers and classmates.""  twitter.com/adrianzenz/sta…"
293,"A #CCP celebrates ""recognition of China's human rights achievements,"" the cover story of *The Economist* is ""torment"" of #Uyghurs:
https://economist.com/leaders/2020/10/17/the-persecution-of-the-uyghurs-is-a-crime-against-humanity?fsrc=scn/tw/te/bl/ed/xinjiangandtheworldthepersecutionoftheuyghursisacrimeagainsthumanityleaders…"
294,China was again elected as a member of the #HumanRightsCouncil. This is a recognition of China's human rights achievements. We thank all those countries which supported China and congratulate other elected members.
295,"Wow, that's quite a cover story and quite a tweet from 
@TheEconomist
.
#Uyghurs"
296,"Honestly, I am thankful I get to have political arguments that may end in disagreement and not in violence. Many people around the world are not so lucky.
#Armenia #Nigeria #Mexico #Venezuela #Uyghurs"
297,Wish you could also standup for #Uyghurs against #UyghurGenocide  too 
298,"The persecution of the #Uyghurs is a crime against humanity 

It is also the gravest example of a worldwide attack on human rights

#UyghurGenocide"
299,"Jeremy, could you please support #Uyghurs against #UyghurGenocide "
300,"The evidence of a campaign against the #Uyghurs at home and abroad becomes more shocking with each scouring of the satellite evidence, each leak of official documents and each survivor’s pitiful account."
301,"It is time for the World to stand up against #HumanRightsViolations of #CCP on #Tibetans #Uyghurs #Mongolians #HongKongers 

It has been proven CCP is not going to change in any case, and CCP is just using greediness of your politicians and business sectors to steal your tech"
302,"So true. #CCP was celebrating its 71 years of #CrimeAgainstHumanity since 1949. #Tibetans #Mongolians #Uyghurs #HongKongers, students who died in Tiananmen Square, opposition voices who got silenced, disappeared, tortured, summary executed..

Enemy of Mankind, literally"
303,Thank you to speak up for #Uyghurs
304,"Sat in silence with colleagues at Touchstone today to remember the #Uyghurs. Please follow the link below for links to articles and websites on what is happening, then raise awareness and speak out!"
305,"Even though our countries are not in the closest of terms, we as individuals, can start building trust at grass root level... and advocating for #Uyghurs can be a good start 
 İşte dostluk belirtisi için bir bardak çay "
306,"Just in time for our book launch & giveaway on 10/22 for The War on the Uyghurs, which draws on 
@robertsreport
's in-depth interviews with #Uyghurs, enabling their voices to be heard: https://eventbrite.com/e/webinar-the-war-on-the-uyghurs-with-author-sean-r-roberts-tickets-117810868479…
@ManchesterUP
 @GWUIDS
 @TheEconomist
 @EricTSchluessel
 @ElliottSchoolGW"
307,Decouple from China and boycott Chinese products to cut off economic support of autocratic regime. #Chinazi #Uyghurs
308,"Delighted that the wonderful Lord Alton, Patron of 
@hk_watch
, human rights champion, friend to so many people struggle for freedom including #HongKongers #Uyghurs #Tibetans #NorthKorea #Burma #Myanmar & a dear friend of mine, is now on Twitter! 

Welcome David to this medium :)"
309,"We don't have the excuse of saying that we don't know #Uyghurs plights anymore. Totalitarian #CCPChina does evil things to #Uyghurs, #Catholics priests and #Christians.  #MakeChinaPay for #COVID19 and rights violations. #MagnitskyAct Now!"
310,Decoupling and takes Chinese to front line. #QUAD #CHINESESPY #SMIC #HUAWEI #UyghurGenocide #Uyghurs #wuhanlab #communism #Japan #Chineseopscoldwar
311,"This is not an ""erosion of freedom."" This is mass internment, genocide, slavery, rape, and other atrocities. #China is committing crimes against humanity. #Uyghurs #UyghurHolocaust"
312,"China's persecution of the Uyghurs is the gravest example of the erosion of freedoms worldwide. Official reports, seen by The Economist, provide damning evidence that hundreds of thousands of children have been terrorised 
 https://twitter.com/i/events/1316702800173240320…"
313,"Uyghurs better is joining USA and the allies military, then been USA troops training, to ready for fight.
Uyghurs must stand-up for Uyghurs.
Don't close Taiwan's Chinese, they also supports uyghurs of genocide.
#Quad #Uyghurs #UyghurGenocide 
@UyghurCongress
 @Yomiuri_Online"
314,So many great people mentioned in this article. Thank you! https://politico.com/news/2020/10/05/maga-supporters-walter-reed-trump-covid-426295…
315,"Happy BDay.
Thank you Mesut Ozil 
@MesutOzil1088
for opposing #China's oppression and speaking on behalf of #Uyghurs."
316,"#China will use its election in 
@UNHumanRights
 council to successfully block any call for justice or any voice on #HumanRights
 violations on #Uyghurs and so will #Pakistan."
317,"Slapped a few tarrifs, theyve been mildly inconvenienced while they take over the south China sea, exploit Africa and put #Uyghurs in camps"
318,"The #Chinese Communist Party’s anti-democratic actions should have prohibited this election from occurring. The  #CCP is involved in suppressing free speech, targeting pro-democracy protestors in #HongKong, and killing and jailing #Uyghurs .  #UN #AppallingDecision https://twitter.com/yonahdiamond/status/1316764211859656705…"
319,"Jack use Chinese thousand talents plan i he's company, doesn't Americans and the Allies had know? Twitter and Facebook has been a lot important information about #Uyghurs #UyghurGenocide #Uighur, they controls #Election2020 and important thing, it work for china. #UnrestrictedWar"
320,"“‘Never again’ is happening in the 21st century”: #Uyghurs fight China’s #concentrationcamps 
http://turkistantimes.com/en/news-13724.html…"
321,"It’s the only way to stand in solidarity and stand firm against #EthnicCleansing, thank you for voicing for #Uyghurs !!"
322,"#quote. ""In the #humanrights
 space, we need to hold companies accountable just as we hold countries accountable."" ~
@KerryKennedyRFK
 of 
@RFKHumanRights
 
#MIGlobal #MIMeetingTheMoment #supplychain #supplychains #therealcostofgoods #foodforthought #USA #China #Uyghurs #Uighurs"
323,Japan's #China declared 'major victory' in elimination of 'Cannibalism'. #Mukhang #BanYulinDogFestival #BoycottBeijingOlympic2022 for genocide of #Uyghurs and war crime on #OccupiedTibet. 1.8 million #Tibetans butchered since occupuation. Where is #PanchenLama?
324,"To this day, the world doesn’t seem to care for what’s happening to us, #Uyghurs. It doesn't matter if I speak loud enough for you to hear, my voice is falling on DEAF ears! 
 
Can you hear me now? 

Where is my mother?!! Release her now! #GulshanAbbas"
325,"How does socialist think affect America? How did we wind up with so many very rich, very socialist-admiring people like Lebron James? #ChinaFirst #EUFirst mind-sculpting, subtle intro to ""America bad, America always bad"". #Uyghurs #UyghurLivesMatter"
326,"But not to worry, the @NBA, Wall Street, and Big Tech billionaires think it’s not their place to judge. twitter.com/adrianzenz/sta…"
327,"Apparently #China is telling the #Uyghurs that ""Work Will Set You Free"""
328,"A comprehensive document from within the Chinese administration shows that Uighur Muslims in China are being punished for everyday behavior in their private lives.

#asknoquestions #uyghurs"
329,"#China targets #Tibet for militarized ""vocational training""-similar to what is happening with #Uyghurs:"
330,"BREAKING: ***TIBET*** gets Xinjiang's militarized vocational training and coercive labor transfer scheme. State trained 1/2 million Tibetans by mid-2020 & set up a scheme to make them transfer their herds & land to state-controlled collectives. My report:
https://jamestown.org/program/jamestown-early-warning-brief-xinjiangs-system-of-militarized-vocational-training-comes-to-tibet/…"
331,"#China namely is #Chinazi now

They are always justifying their brutality on #Uyghurs"
332,"#Watch! Life is becoming tough in #EastTurkistan. 

#China has advanced its surveillance against the ethnic #Uyghurs by tapping into their digital footprint. 

Mass numbers of police have been hired to operate the system and keep eye on their every activities.

#IndiaNarrative"
333,"Another wonderful thread made by 
@PandemicTruther
. Something to think abt:
* If China is so bad, why do anti-CN countries desperately want CN to take (Muslim) refugees in?
* If CPC is killing millions of #Uyghurs, wouldn't that cause empty houses en masse?"
334,"Gigantic hoax of #Uighurgenocide & #Uighurconcentrationcamp debunked by forensic psychology 

Such lie began in 2015 after China successfully cracked down ETIM Uighur terrorism. However China was urged to accept Syrian refugees in 2016/2017. This means West doesn't believe in"
335,"Why sudden interest in #Uyghurs? 
Sympathy or Politics. 
Uyghurs should not fall into this Geo-Political trap."
336,"That's how #China destroy a culture and a race

Like #Uyghurs"
337,"UK Parliamentary Foreign Affairs Committee opens investigation into Xinjiang detention camps of #Uyghurs run by the Chinese Communist regime.

 
@RushanAbbas
 @CUyghurs
 @UyghurCongress
 @UyghurProject
 @UyghurBulletin
 @CampaignUyghur
 @IUyghurs
 #Uyghurs"
338,"We are accepting evidence to our inquiry on Xinjiang detention camps until 30th October

How can @GOVUK:

- prevent UK companies from benefiting from forced labour in Xinjiang?
- support members of the Uyghur diaspora community?
- strengthen its atrocity prevention mechanisms?"
339,"#CCP has long been torturing #Uyghurs , people of #EastTurkistan , #Tibet , #HongKong and #Mongolia.
They are now filled with government corruption and #HumanRightsViolations .
#China deserves sanctions. Forced labour and sterilisation cannot be accepted.
#Chinazi
#FreeUyghurs"
340,"Kids are easier to be brainwashed, likely CCP is trying to make them loyal to CCP and in turn oppress their #Uyghurs relatives"
341,"@megynkelly
 QUESTION: Great interview with 
@mcuban
   When you asked him about #Uyghurs , he said he was against all rights abuse everywhere in the world.  Why did you push him on explicitly China when he said everywhere?  What's the difference? Seem similar happen to Trump."
342,"Truly horrendous further evidence of the atrocities against the #Uyghurs 

These are children - separated from their parents and in detention.

380,000 children.

The world must stay silent and inactive no longer.

The world must unite to stop #UyghurGenocide"
343,"#Uyghurs – “If I speak out, they will torture my family”: voices of Uyghurs in exile"
344,"The persecution of the #Uyghurs is a crime against humanity
It is also the gravest example of a worldwide attack on human rights"
345,"#Uyghurs The 
@Economist
 highlights #China's persecution of ethnic #Muslim #Uighurs and other minorities:"
346,"Our cover leader this week. ""The persecution of the Uyghurs is a crime against humanity ...  If liberals say nothing about today’s single worst violation outside a war zone, how can anyone believe their criticism of other, lesser crimes?"" twitter.com/TheEconomist/s…"
347,UK Parliamentary Foreign Affairs Committee opens investigation into Xinjiang detention camps of #Uyghurs run by the Chinese Communist regime.
348,"It's our duty to not forget the martyrdom of our people, carry their memory forward in the liberation & freedom of Palestine, freedom of Kashmir, freedom of Uyghurs. Remember them in every struggle for ""Haqq and Islam"". #Palestine #kashmir #Uyghurs"
349,Manhunt in Tak for two Uighur escapees https://wp.me/p1onxg-inX #Escape #Tak #Uyghurs
350,"They are so many #Uyghurs, #Kazakhs and other ethnics didn't see, hear and their parents, relatives and friends. They all welcome you, can't wait to see. Stop keep saying, go ahead and show."
351,"Having signed the petition for this debate to occur I am glad to see that it has happened, as a first step: Relating to China's policy on its #Uighur population https://youtu.be/C6Jw-W-B0Q0 via 
@YouTube
 #Uyghurs #UighurMuslims #China #XinjiangCamps"
352,"I don't care, but #Uyghurs and #Kazakhs and other ethnics has much more rights talk."
353,"#Uyghur child crying for his father detained in Chinese concentration camps. 

#Uyghurs #UyghurGenocide #UyghurLivesMatter"
354,"So as a nation are we going to acknowledge not just the genocide being committed against the #Uyghurs but the culture genocide being waged against all of the minority groups in China?

A Holocaust is occurring. NOW

Are we all ok with this?

Or is the trade too sweet?

#auspol"
355,"Be alert,new Nazi was raised up already.

#Genocide 
#Uyghurs"
356,"And that's why we need democracy,If we lost democracy we will become jewish in WWII very soon.

Look at #Uyghurs 

#ChinaJoeBiden"
357,"And yet China now sits on the Human Rights Council?  Seriously WTF?!?!?!?!?!?!?!?!  #humanrights
 #China #ccpvirus #corruption #who #ChinaLiedPeopleDied #UyghurGenocide #Uyghurs #UyghurLivesMatter #CCP_is_terrorist #CCPChina #CCP #HumanRightsCouncil"
358,"...
@KiwiDaveC
 and 
@JulietMosesNZ
 may find this interesting/almost funny if not for the #Uyghurs in the #XinjiangCamps ...

...Old mate 
@jeremycorbyn
 is going to ""Stand up to Racism"", alongside a guy who claims those camps don't exist, and are just ""CIA propaganda""... "
359,"The SWP front ""Stand Up To Racism"" would have you believe that it fights Islamophobia. Why, then, is it so keen to hear from Danny Haiphong at its conference this weekend? 1/9"
360,Today in Thailand
361,"I am the eyewitness of China's #ConcentrationCamps. There were #ConcentrationCamps and prisons, which are arbitrary detention and killing #Uyghurs and Kazakhs center."
362,"In a ‘stunning rebuke’, UN Human Rights Council rejects Saudi membership bid
How do you justify #China ⁦
@UN
⁩ ⁦
@UNHumanRights
⁩ are you forgetting the cultural genocide and enslavement of #Uyghurs"
363,"If any body wish or need education, they can go, but not forcefully by govertment. #Uyghurs and #Kazakhs case, totally different. We are not forcefully educated, we are detained."
364,"All the evidence are out there, see it yourself. While your friend is free, millions #Uyghurs are locked up."
365,"These people are silently testified arbitrary detention, concentration camps(so called re-educations) and prisons, which is killing factories for #Uyghurs, #Kazakhs and other ethnics over there."
366,"Video: Some Uyghurs lost husbands, some wives, some fathers, some mothers, some children, to jails, concentration camps, forced-labor factories, or children detention camps. Entire Uyghur nation is crying, waiting for a light inside a dark tunnel like a hell on the Earth."
367,Video: Punishing the Uyghurs who did not put on #CCPvirus masks—A tactic to destroy Uyghurs’ dignity. The board reads: “Animal that does not put on mask”.
368,"If Uyghurs are not inside the camps they are forced to live as second class citizens in their own country .Han Chinese own the businesses and hire other Hans, the CCP funds this repopulation and economic terrorism by giving massive financial incentives. #eastturkestan"
369,"The only thing they want the youths in HK to do is die.
This is the 53 days our #12hkyouths were captured without any update about their status. Very likely undergone some abusive interrogations.
#CCP want to wipe out #HongKongers just like they did in #Uyghurs and #xinjiang."
370,"Why most of the Muslim world have been silent about the ongoing genocide over the #Uyghurs. Holy Qurans are being burned, holy mosques are being turned down or transformed into Cafes, snack bars, motels.....any Ummah knows that all these are humiliation to Islam, No action, Y?"
371,"Some mosques (a holy place for Muslims) in Kashgar were being transformed into Cafes, Snack bars, motels...You can see those China pigs lying down there, playing with their phones. This is a RAPE to our #Uyghur culture, to our faith. 喀什有些清真寺被改造成""咖啡馆，休息室” "
372,"All these suffering; I hope there is light at the end of the tunnel.  Everyone deserve basic human rights and respect. Sadly, #Uyghurs , many ppl in #Thailand , #HongKong , #Belarus etc., are depraved of such things. #WhatHappenIngThailand #Thailand #MilkTeaAlliance"
