,text
159,"Once again, Canada is absent in Asia-Pacific.

Why aren’t we at these talks with 4 allies & the biggest economies in the world?

The Quad group is a multilateral, democratic counter to China.

Another example of Liberal incoherence wrt China.

#cdnpoli

https://scmp.com/news/asia/east-asia/article/3103561/quad-group-made-us-japan-australia-and-india-meet-show-unity…"
160,"#HongKongers #Uyghurs #Tibetans #Taiwanese #ChineseChristians #FalunGong & all who stand against tyranny:

My position is clear

I stand on the side of the brave, the courageous, the true & the vulnerable, on the side of freedom, justice, peace, humanity:

https://hk.appledaily.com/opinion/20201002/CWW3PHZHPFCVZBOSJJCMZSPHFU/?utm_source=facebook&utm_medium=social&utm_campaign=hkad_article_share&utm_content=share_link&fbclid=IwAR2LikN6mCpOHDu7NNUEMBh7IlHEUTs6XoNhRhzj_--DYRIsb9BV9rHfmFQ…"
161,Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://redbubble.com/i/scarf/UYGHUR-LIVES-MATTER-by-AmineDalghich/58969206.B15PI?asc=u… #findyourthing #redbubble #Uyghurs #UyghursLivesMatter #UyghurMuslims #UyghurHolocaust
162,"Very pleased to hear high profile people like 
@rudygobert27
 speak up agains oppression of #Uyghurs. This is good use of your public assets (your well known face). 
#FreeUyghurs
#AgainstUyghurGenocide"
163,This is big. Rudy Gobert of the @utahjazz calling out oppression of #Uighurs - first @NBA player to do so publicly https://outkick.com/rudy-gobert-on-concentration-camps-in-china-wrong-is-wrong/…
164,"Multiple investigations have been done:

*12 UN diplomats visit #Xinjiang in 2018* - debunked U.S. accusations
https://youtu.be/wzHCTFUGWuI

*World Bank Investigates Xinjiang*
https://worldbank.org/en/news/statement/2019/11/11/world-bank-statement-on-review-of-project-in-xinjiang-china…

*Pakistan Diplomat Investigates Xinjiang*
https://thenews.com.pk/latest/422970-pakistani-diplomat-narrates-visit-to-chinas-xinjiang…

#Uyghurs #Uighurs"
165,"UYGHUR LIVES MATTER
STAND UP FOR UYGHUR
STAND UP FOR HUMAN RIGHTS
-
Link in Bio
Tag your friends
Follow our page for more art @designsbyamin
Use this tag to be featured! #designsbyamin
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
#uyghur #uyghurs #uighur #china #uyghurm…"
166,"#Tibetans 
#Uyghurs
#Hongkongers
#Mongolians

Stood together for #humanrights
, #democracy, #justice and #ReligiousFreedom"
167,"HongKongers, Tibetans, Mongolians, Uyghurs and the repressed all gathered together outside the Chinese Embassy London protesting against China’s oppression.

#ResistChina #resistCCP #london"
168,#save12hkyouths #HongKongers shall not be silenced. #CCP_is_terrorist n commit #Genocide to #Uyghurs #Tibetans #HongKongers #Mongolia . #CCPLiedPeopleDied #FreeHongKong #Xitler is evil of the century.
169,"Honored to join activists comprised of #Tibetans, #Taiwanese, #Uyghurs, #HongKongers, & #Chinese in calling for the #CCP to be held accountable for its crimes/#HumanRights
 violations."
170,And now how about China??? Makes lukashenko look small fry. How is what is happening in #HongKong #Tibet #Uyghurs #SouthChinaSea any different?
171,"An example for the 
@NBA
: Player 
@rudygobert27
's Response to #China’s Genocide of #Uyghurs"
172,In front of Capitol in Washington DC
173,Free the #Uyghurs
174,"""Wrong is wrong""

@NBA player @rudygobert27 participated in MEPs @rglucks1 @bueti @EnginEroglu_FW campaign to call for action to address the Uyghur human rights crisis.

Rudy Gobert is the first NBA player to publicly address Uyghur crisis. We thank him for his courage & empathy."
175,"It's time #CommunistChina gives up its fantasy that Taiwan (or HongKong, Tibet, East Turkestan's #Uyghurs) will give in to communist oppression. The free world surely isn't and is taking more and more action to put an end to that fantasy."
176,"China claims to oppose interference in the affairs of other countries. That is bullshit. China is by far the worst at this. 

https://qz.com/1911573/virtual-youtubers-suspended-after-calling-taiwan-a-country/…"
177,I got triggered by the sudden changes of  profile pictures. Yesterday no one was talking about the movement #FreeUyghurs #Uyghurs and today we have to #SaveTheUyghurs at all cost. Here is my open letter on why putting your trendy turquoise square is NOT enough.
178,"Hi there my name is 
@Hickenlooper
 
and I am Oblivious!
#Tibetan(s), #Uyghurs, #HongKongers,
East China Sea, #SouthChinaSea,
#TaiwanIsNotChina 
@GordonGChang"
179,"Colorado Senate hopeful @Hickenlooper praised China as a ""great nation"" deserving of American respect and told voters that the Chinese do not seek global dominance.
Via @jackbeyrer 
https://freebeacon.com/2020-election/hickenlooper-calls-china-a-great-nation/…"
180,"Now , #Uyghurs = #HongKong 
Please #StandWithHongKong and #StandWithUyghurs.
#PoliceState"
181,"Chinese President Xi Jinping said at a conference on 'Xinjiang' that his policies in East Turkestan are ""completely correct & must be adhered to in the long term.""

""We must also continue the direction of Sinicising #Islam to achieve the healthy development of religion""

#Uyghurs"
182,"As China celebrated the 71st anniversary of its founding,  #Tibetans, #Uyghurs, Southern #Mongolians, and #Taiwanese as well as democracy activists in or from #HongKong and #China staged protests in some 60 cities across 25 countries.  
#ChinaNationalDay
https://tibetanreview.net/china-targeted-for-its-rights-record-in-60-cities-on-its-national-day/…"
183,"I'd say let the #Uyghurs decide what to fight for. But the fact that they have to fight for anything, is entirely up to the #CCP."
184,"#CCP is a murder without doubt.

Relentless truths’re in front of us that we can’t find any pretensions to not take actions holding #China accountable. 

Pls urge leaders around the world to sanction #China ASAP 
#CCP #Uyghurs"
185,David spoke at CHE last year on #XinjiangCamps and the #Uyghurs - we wished more had attended! This book looks to be a vital contribution to what the world seems to be increasingly waking up to- one of the major issues of our times.
186,"My book, ‘Securing China’s Northwest Frontier: Identity and Insecurity in Xinjiang’, is now available from @CambridgeUP @cambUP_History. It analyses how China’s nation-building in #Xinjiang shapes insecurity and ethnic boundaries between Han and #Uyghurs. https://doi.org/10.1017/9781108770408…"
187,"Definitely, their suffering is as pressing as the #coronavirus since they hv been tormented for a long time. 

Everyone who’s being protected by #HumanRightsAct should voice for #Uyghurs in order to retrieve justice for them, letting them to have an equal life."
188,"If the world keeps silent, history will be repeating itself back in the era of #Nazi. 

Injustice anywhere’s a threat to justice everywhere. The severe #HumanRightsViolations in #Xinjiang is as important as the election to some extent. 

Hope that more ppl can voice for #Uyghurs"
189,"I wrote this back in June: 'Bennet’s resignation portends a more conformist & polarized future' 
I admit I did not expect the new conformity to include apologetics for the the PRC. https://thefire.org/bennets-resignation-portends-a-more-conformist-and-polarized-future/… #HongKong #Uyghurs"
190,Hope the atrocities come to an end for #Uyghurs
191,Why is this allowed to continue #Uyghurs need help
192,Please sign and share #Petition : Free #Uyghurs  from forced labor in China
193,"China brainwashes #Uyghurs in Xinjing - #Finnish parliamentary groups find 'communist repression' shocking. 
https://translate.google.com/translate?sl=fi&tl=en&u=https%3A%2F%2Fkahvijatee.wordpress.com%2F2020%2F09%2F09%2F09-09-2020-kiina-aivopesee-uiguureja-xinjingissa-eduskuntaryhmyrit-pitavat-kommunistista-sortoa-jarkyttavana%2F…"
194,"Is there any country in the world that deny suspects access of legal advice, refuse to let family members visit and absolutely block any communication? Only totalitarian regime would do

Don’t forget #Uyghurs are locked in concentration camp in similar fashion
#save12hkyouths"
195,"#Uyghurs have been persecuted for 70 years ... during so called “cultural revolution” with the same excuses as other regular chokes faced, after that “separatist”; then “extremist till 2001; after that it became pop term “counter-terrorism”...
If that happened in normal world, .."
196,These people have no choice and often face political persecution if they don't.
197,"@adidas
 Nazi born company with ties to #Uyghurs manufacturing camps over the past decades.  
@CCMHockey
 moving parts of its company to China to pay people less for longer hours while having plants in  
 that could do the job,My kids are Chinese what about kids who look like them?"
198,"Henry VIII didn't execute his first wife, Catherine of Aragon, but that doesn't mean she met a peaceful death. As doctors prepared her body for burial, they made an utterly disturbing discovery."
199,"For years, the Chinese regime has detained millions of human beings in concentration camps, just because they were born #Uyghurs. And for years, the international community has stood idly by. Great crimes need great silences. 
@bueti
  #WorldForUyghurs https://reinhardbuetikofer.eu/2020/10/01/world-for-uyghurs-worldforuyghurs-op-ed-1-10-2020/…"
200,"Uyghur persecution: Evidence of new detention facilities
Is China still persecuting its #Uyghurs ?
The government says the centres it calls “Vocational Training Centres”, which campaigners alleged were for detention and forced assimilation, have now ..."
201,"what’s so weird about one human standing up for another‘s cause. Uyghurs do not deserve to be tortured and killed. and if intransigence comes from christianity, judaism, islam, hinduism, buddhism... they should all be rescinded. in the end THEY’RE ALL MADE UP NAMES. #Uyghurs"
202,"BRUSSELS PROTEST
All citizens in Brussels have gathered today to protest in support of #Uyghurs. 

Protest organized by : 
@BelgiumUyghur
. 

#freeuyghurs #freeouïghours"
203,"Reports of forced labor in Uyghur detention camps in China are deeply disturbing, which is why I voted for this bill, requiring disclosure of imports from Xinjiang Uyghur Autonomous Region. We must shed light on and end this despicable practice. 
https://apnews.com/article/race-and-ethnicity-global-trade-forced-labor-china-bills-e16edc30d72508e3d785342e44ec4f7f…"
204,"sir 

the answer is complete ghar wapasi

by #Uyghurs and also #Baloch 

Prof 
@subhash_kak
 has repeatedly shown how the Xinjiang was part of India 

and Uyghurs converted to Islam from Sanatan Dharma

they hv Hindu texts discovered in their caves"
205,"the red line of China start to affect the NBA market.

#China #CCP #Uyghurs #NBA"
206,"BIG THANKS 2 
@RepScottPerry
 for introducing bill that labels #ChineseCommunistParty a Transnational Criminal Organization which is an understatement. #CCP committing Genocide vs #Uyghurs #Tibetans & Falun Gong & CCP thieves are also stealing every countries #intellectualproperty"
207,Today Republican @RepScottPerry introduced a bill that labels the #ChineseCommunistParty a transnational criminal organization. The proposal would eliminate sovereign immunity for Chinese diplomats who are involved with the #CCP and are engaging in criminal activity.
208,"For some it’s fiction, but for #Uyghurs it’s the reality.

 #Bravenewworld"
209,"#LeBronJames, where are you? You endorse #Nike, which this year made--and undoubtedly still makes--shoes with slave labor in #China. And, yes, the slave laborers are #Uyghurs, a racial minority. So what do you have to say?"
210,"Thank you very much for #StandWithHongKong 

Defeat #Chinazi to free #Uyghurs, #Tibet, #InnerMongol and #HongKong"
211,"While the world is expecting #China's mercy to show them proofs about the Chinese concentration camps for #Uyghurs, China continuously fooling around its audience: 
First China denied the camps ever existed. Then admits, now even boasts about this policy:"
212,"#China Founding Day Met by Global Protests Over #Uyghurs, #Tibet, Hong Kong 

#HongKong
#BoycottChina #BoycottChineseProducts
#BoycottMadeInChina #SanctionChina
#Chinamustfall #ChinaVirus"
213,“What is Tibet?”
214,".
@EmmanuelMacron
 I stand for millions of #UYGHURS Muslims who are tortured in concentration camp in #China not for what they but for what they are. It has to end."
215,"As always, but we will keep on concerning abt #uyghurs, standing with ppl who suffer #HumanRights
 abuse n against tyranny.
Coz we all know injustice anywhere is a threat of justice everywhere, n our volume matters."
216,"#JummaMubarak everyone 
Pray for all Muslims all around  the globe
SPECIALLY #Palestine #Kashmir #Syria #Rohingya #Lebanon #Azerbaijan #Afghanistan #Uyghurs

#Muslimlivesmatter
#TrumpHasCovid
#TrumpCovid #Trump"
217,"3 years later, Abduqadir is still imprisoned.

3 years later, Nobel Prize-winning novelist Mo Yan has not said one word about the internment of his translator.

3 years later, one of Abduqadir's poems still echoes in my mind. Here's Mukaddas Mijit reciting the poem.

Please RT."
218,"On @DilReyhan's initiative, 55 French Deputies launched a #Uyghur parliamentarian solidarity group.

WUC welcomes this important initiative & is encouraged to see more French parliamentarians support the #Uyghurs.
#FreeUyghurs 

https://liberation.fr/debats/2020/09/30/des-deputes-francais-au-cote-du-peuple-ouighour_1800928…"
219,"#Dombrovskis on situation #Uyghurs, clearly recalls that the EU has repeatedly called on #China to respect human rights."
220,Thank you for standing for #Uyghurs  & #HongKong
221,"For years, the Chinese regime has detained millions of ppl in concentration camps, just bc they are #Uyghurs. Systematic sterilizations, forced abortions, rapes are ongoing. Our article demands an end to the silence on these crimes:
http://bit.ly/World_for_Uyghurs…
#WorldForUyghurs 
@bueti"
222,"Firstly it’s land of #Shia & shia never fears to take theirs rights ! From imam Hussian SA s times 

I just can’t tolerate it after injustice to #Palestinian #Kashmir #Uyghurs in #China & #Burma s massacred #Rohingya s ethnic 

Not least #Yemen #Syria 
all r under west s attack"
223,People are being held in China‘s so called ‘re-education camps’ and nothing is done still? They are forced to abandon their culture and are being tortured for god’s sake! #Uyghurs
224,"Concrete actions instead of condemnations please 
one million of #Uyghurs !"
225,"Poor children, his tears break every  parents'  heart ! China's crime against humanity is already exceeded the toleration limit of the human being. 
We call on every human being who haven't lost his/her conscious, to help #ET  #uyghurs to resist China's crime against humanity."
226,"It might be karma, but it might also be despair... it worked: he is all over the news, turning the focus from his disastrous debate experience. And btw there are most important global issues: #Uyghurs #YemenMigrants #SlavesonLebanon #TerrorisminMoz"
227,"Just like the exiled #Uyghurs, Tibetan and activists from China
If CCP is not defeated, more will flee from CCP, and the world has to prepare for seeing billions of people seeking a new home"
228,"Millions of Uighur Muslims are locked up and tortured in concentration camps in China. Not for what they do but what they are.
#freeuyghurs #Uyghurs #วันไชน่าที่ไม่ใช่วันชาติ"
229,"After #China and #Uyghurs and after #India and #Muslims and #Rohingyas in #Arakan 
The persecution of #FenchMuslims start today 
#StopIslamophobie"
230,"One of the reasons we support all Muslims in the world but not the #Uyghurs. 
The Uyghurs participated in and supported the #MEK Conference. The MEK assassinated 17,000 people in #Iran"
231,"Please show your support for #Uyghurs by use #FRANCEFORUYGHURS today. Thanks. 

#UyghurGenocide #ConcentrationCamps #NeverAgain"
232,"#France for #Uyghurs. What about other countries? Save #Uyghur, stop #genocide! Thank you all!"
233,"On 
@DilReyhan
's initiative, 55 French Deputies launched a #Uyghur parliamentarian solidarity group.

WUC welcomes this important initiative & is encouraged to see more French parliamentarians support the #Uyghurs.
#FreeUyghurs"
234,"#EastTurkistan #Uyghur World Congress (
@UyghurCongress
) vice president Dolkun Isa addressed Italian Parliamentary Committee in #Italy, where he described how #China was committing genocide of #Uyghurs in #Xinjiang.

#UyghurHolocaust
#UyghursLivesMatter
#UighurGenocide
@Dolkun_Isa"
235,"To ensure the products are not slave made, perhaps it's better to ban all imports from China, not only #Uyghurs are being enslaved in China"
236,"Evidence? Without evidence, you can said British ancestors come from Peking~ 
Btw, according to #CCP's definition, Chinese consist of different races, are you saying #Uyghurs and Turks are not Chinese? "
237,"CCP has profited a lot from #Uyghurs,  by enslaving them, selling their organs and destroying the land"
238,As it's #ChinaNationalDay - here's a quick explainer on why #China has been so obsessed with oppressing the #Uyghurs since the Communists took over:
239,"Thank you very much for speaking out for #HongKongers #Uyghurs, #Tibetans"
240,"#Turkey due to humanity serving activities has gained across the board support from #Muslims worldwide. At present from #Pakistan to #Palestine to #Kashmir to #Libya to #Somalia to #Mali to #Uyghurs every Muslim is supporting Turkey, while others are exposed allies of crusaders."
241,Finally! Almost no celebrity speak up for #Uyghurs . Glad to know Rudy Gobert doesn’t kowtow to autocratic regime.
242,"On the 20th Anniversary of the Human Rights Act

From voter suppression and trying to crush protests where #Blacklivesmatter
To oppression and genocide in China #HongKong #Uyghurs

it’s as important as ever that we stand up for #HumanRights
- Wikipedia https://en.wikipedia.org/wiki/Human_Rights_Act_1998…"
243,"Thanks for speaking up for #Uyghurs!
Hope more people step up to stop the #UyghurHolocaust .
#FreeUyghurs"
244,"Why muslim nations are silent on the issue of #Uyghurs and even conspiring with #CCPChina against them?

The silence of muslim nations like #Pakistan will harm the future of #Uyghurs.

#ChineseColonyPakistan
#DebtTrap"
245,"According to Uyghur scholar Abduveli Ayup, the Saudi government has deported 5 Uyghurs back to China. 

I, as a Muslim, ask ALLAH to deport Saudi officials to hellfire, Amen! 

Share if you did say Amen! 
#Muslim #Uyghur #Islam #China"
246,"China is virus on Earth. We should save all humans from #China. #UyghursLivesMatter #UyghurGenocide #Uyghurs 
@chitraaum
 @republic"
247,"Innocent #Uyghurs sent by #saudiarabia back into hands of #ccp oppressors. Why? Guess dictatorship is bonding, and trumps defence of fellow #muslims Shameful 
@SaudiEmbassyUK"
248,"TONIGHT: ""Our children have become fatherless""

Sudinisa hasn't seen her husband Osman in two years.

#Newsnight learns he is just one of many cases of apparent deportations of Uighur muslims in Saudi Arabia & Middle Eastern countries back to China.

WATCH the full film at 22:45"
249,"#FreeUyghurs
I stand with #Uyghurs #Muslims .. 
No matter, always we need to be with oppressed 
#الإيغور #تركستان_الشرقية #الصين #china "
250,Check out you're doing great's video! #TikTok #Uyghurs #UyghurHolocaust #china #Muslims #Islam  https://vm.tiktok.com/ZSuWaKJR/
251," China President Jinping says his policies of forced labor & reeducation camps for Uighurs are “totally correct.”
 China sits on the 5-nation UN human rights panel that is about to select world experts on arbitrary detention & enforced disappearances. https://nytimes.com/2020/09/26/world/asia/xi-jinping-china-xinjiang.html…"
252,"The CCP regime in Xinjiang treats the #Uyghurs in the same way as #MEK cult of #Maryam_Rajavi treats her slave soldiers in camp #Ashraf. Uyghurs must distance themselves from these totalitarian marxist cults. MEK worships Xi Jinping, Sadam Hussein etc."
253,"Not only did the US-funded Uighur separatist leader Rebiya Kadeer honor the Japanese imperialists who massacred Chinese, in 2016 she appeared at the MEK cult's conference in Paris to call for regime change in Iran. Normal ""pro-democracy"" stuff. https://youtu.be/yOCeAICaN-E"
254,"The #ChineseCommunistParty use this surveillance to repress minorities like the #Uyghurs . #Biden 's son invests in this. 

All these politicians are full of shit. Biden is not the Messiah."
255,"Manual citations taking too long to gather, sort and format? Run multiple automated workflows, and begin to power your work with EndNote."
256,"@realDonaldTrump
 @FLOTUS
  We are very sorry to hear this shocking news. We, #Uyghurs, need you stand with us and destroy the evil #CCPChina. May Allah protect you from this  #ChineseVirus and give you a very quick recovery !      #UyghurGenocide #UyghursLivesMatter #Uyghur"
257,"Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We will get through this TOGETHER!"
258,"Chinese are great but CCP needs to stop hurting them.

https://endtransplantabuse.org

#Uyghurs #Tibetans #HongKongProtests #falungong #Christian #humantraffickingawareness"
259,Check out Save The Uyghurs's video! #TikTok #Uyghurs
260,"It’s not fair to put everyone in a box. That did happen, but we have our own mistakes. In the past, we were too isolated and even today we fight ourselves. I remember people being very biased about Muslims as a child. Now #Uyghurs are friends and allies. We are stronger together!"
261,"Those who are playing geopolitical football with Israel, are the same nations that consistently block resolutions that condemn China's persecution of #uyghurs on the UN Human Rights Council https://theconversation.com/china-is-building-a-global-coalition-of-human-rights-violators-to-defend-its-record-in-xinjiang-what-is-its-endgame-120546… 
@zzein_mar"
262,The Continuing Resolution to fund the government passed without legal peace legislation for #Sudan. We demand that @SecPompeo and @realDonaldTrump stop using #Sudan as a geopolitical football and delink delisting from normalizing ties with Israel. #SudanOffTerrorismList
263,"""We should not be silent, and we will never be silent"" said a HongKong representative at the protest, Free #Tibetans, #Uyghurs, #Hongkongers & #Taiwanese for #freedom #democracy and #humanrights
. 
#ResistChina #ResistCCP"
264,"To cheers, a man unfurls the flag of East Turkestan. Police again raise the blue flag. Dozens of people held opposite Don Don Donki have been arrested."
265,Thanks #HongKong. #Uyghurs #StandWithHongKong
266,"I was a political prisoner for #Tibet. I remember feeling forgotten. Those who suffer for their countries #Tibetan, #Uyghurs , #Mongolians, #HongKongers or from #Belarus live in our hearts. And my son says, thank you, too!"
267,Rudy Gobert on concentration camps in China: wrong is wrong https://outkick.com/rudy-gobert-on-concentration-camps-in-china-wrong-is-wrong/…
268,"Out of all the countries you randomly fuck, this one probably gets you most backlash #Uyghurs #EastTurkistan #Belarus #Catalonia #Tibet #Taiwan #HongKong"
269,"Thank you Rudy Gobert for bravely speaking out against #CCP’s oppression of the #Uyghurs!

It takes real courage to call out CCP - they’ve been using their economic influence to silence people and corporations across the world. We must stand united against such thuggish behavior."
270,"Participants included those #StandWithTibet and #Uyghurs, united we are stronger. 

#同場有聲援藏人與維吾爾族人士"
271,"Rudy Gobert on Concentration Camps in China: Wrong Is Wrong 

#Uyghurs #Islamophobia #ConcentrationCamps #Persecution #china"
272,"Some of the most powerful images from today’s joint protest by #Uyghurs, #Tibetans & #HongKongers on the occasion of #October1st National Day of #CCPChina."
273,Wrong. #Chinazi-s love the wastelands for the benefits. The major one being that they get to satisfy their burning sadistic urge by abusing #Uyghurs in camps.
274,"Hours since Rudy Gobert #Uyghurs support post yet no major 
@NBA
 media has reported about this 
@wojespn
  #UtahJazz 
@ESPNNBA
 @espn
 still waiting for 
@KingJames
 and Adam Silver's order how or whether to write? #NBAFinals"
275,"Thanks for seeing #ccp evilness towards #Uyghurs and #HKers 
World global value shall never be traded and given up
Sanction #ccp now 
#MagnitskyActnow"
276,"The priority is clear: human rights over economic gain, esp you're trading national security for BLOOD MONEY. 

If #Canada doesn't stop, all Canadians will ultimately suffer. 

#HongKong 
#Uyghurs 
#CCP_is_terrorist"
277,"That's why US is taking action to destroy the #Chinazi CCP spies.

Australia should consider to follow."
278,"BOOKED: 10/1 
@FreeEntProject
's 
@DanhofJustin
 on 
@WJIMAM
 @stevegrubershow
 with 
@ScotBertram
 https://bit.ly/2TNunLD discussing #China #Mulan #Mulan2020 #Uyghurs #HumanRights
 #Disney $DIS"
279,"Yes but Alan Jones is a monumental cunt so I really couldn't care less what they think.

Voting for Biden doesn't mean you think everything is hunky-dory with chinas #CCP and the #Uyghurs, the people of #HongKong and #Taiwan, the millions displaced from the #YangtzeFloods...."
280,"Sky News host Alan Jones says US President @realDonaldTrump is “the hope of the side” and without him both the United States and Australia “are gone”.

https://bit.ly/36oLjAA"
281,"#Uyghurs in China are oppressed and treated inhumanly. Can anyone imagine concentration camps in 2020?
#WorldForUyghurs"
282,"Protests against the Chinese government's policy towards the #Uyghurs are too weak. It is time for strong actions to be taken to prevent the eradication of a population.
#WorldForUyghurs
Read the op-ed I co-signed in @lemondefr :
https://lemonde.fr/idees/article/2020/09/30/collectif-agir-pour-les-ouigours-c-est-une-maniere-de-nous-definir-en-tant-que-monde_6054224_3232.html…"
283,Defence of #Uyghurs #HKers #Tibetans #UyghursLivesMatter #hklivesmatter #tibetanslivesmatter
284,"It's not only for #Uyghurs and #HongKongers 

But also yourself

When the police in Canada fail to protect you from #CCPChina,who could protect you?"
285,"""...the first public acknowledgement of concern from a current NBA player about atrocities in China against the Uyghur population.""

#NBA #China #Uyghurs #DrainTheSwamp #WWG1WGAWORLDWIDE"
286,"Defeat #Chinazi to free #Uyghurs, #Tibet, #InnerMongol, #HongKong"
287,"Good goodas
#Palestine 
#Rohingya 
#Uyghurs 
#syria 
#yemen 
#libya 
#iraq 
#Sudan 
#rwanda 
#SouthAfrica 
#Kashmir
#kel 
#Mecca 
#Medina 
#Gambia 
#oman 
#malaysia 
#togo 
#eritrea 
#guinea 
#aleppo 
#idlib 
#Sanaa 
#chad 
#camroon 
#drcongo 
#ethiopia 
#Zimbabwe 
#TimorLeste"
288,"Ms Khan, thank you for speaking and supporting :#Hongkongers and #Uyghurs. Every voice from those who care about us will give us strength to carry on. Thank you."
289,"USCIRF Commissioner @nuryturkel: “The Chinese govt’s escalating restrictions on the #religiousfreedom of Uyghurs demonstrates the deliberate, systematic, ruthless nature of its policy to stamp out #Uyghur culture and identity.” https://rfa.org/english/news/uyghur/welfare-09302020135905.html…"
290,"The former president of the Japan Uyghur Association, 
@ilhammahmut
 has been fighting for the freedom of his people for more than a decade. China is still aggressively oppressing #Uyghurs and leading to a complete Genocide! #ResistChina @Bigthin83310115 
@HKokbore
 @nuryturkel
 @hrw"
291,"Dear President, could we agree, that #Jerusalem is ours 
, Istanbul is yours 
 and Kashgar is #Uyghurs' "
292,"President @RTErdogan: “We consider it an honour on behalf of our country and nation to express the rights of the oppressed Palestinian people on every platform, with whom we have lived for centuries.”"
293,"Thank you 
The #Uyghurs need our help."
294,"Please ask your leaders to stand up against the #CCPChina and stop profiting from the sufferings of millions of #Uyghurs, #Muslims and #HongKongers.

Some of them simply do not have the privilege to express themselves on Twitter.

Sorry if I’ve offended anyone."
295,"Do you still remember those folded #Uyghurs from Kashgar detention centers(喀什坚守所) at the Korla train station; that’s probably the last time we’ve seen them ...

& that’s the first time & last time *exposed* to our eyes

Humanity is facing the biggest test of this century ..."
296,"millions of uyghurs muslims are locked up and tortured in concentration camps in China. 
not for what they do, but for who they are.
it’s the largest mass internment of the 21st century. it must be ended.
#FreeUyghurs "
297,"Millions of Uyghur Muslims are being detained and tortured in concentration camps in China. 
They are forcibly subjected to Birth control methods. It is the largest mass GENOCIDE of 21st century. 
This blatant HOLOCAUST has to end. #FreeUyghurs #UyghurGenocide #Uyghurs #Xinjiang"
298,"Kebabistan 
 kisses #china #CCP bandits’s ass, already sold a lot of #uyghurs without any hesitation for money and some other benefits. Wow , we’ll see kebabistan we’ll see"
299,They said #Uyghurs are happy in the concentration camps another day too.
300,"The atrocities endured by the #Uyghurs, the assault on the free people of #HongKong, and the wrongful imprisonments of Canadians must be addressed!

An 
@erinotoole
 government will stand up to the dictators of the Chinese Communist Party and show that our values are not for sale!"
301,"I won’t ignore the “re-education camps” in Western China to grow our exports. 

We must show a commitment to free trade while we show the Communist Party in Beijing that our values are NOT FOR SALE."
302,#China’s #Xinjiang @rtenews reporter Yvonne Murray confirms genocidal persecution of #Uyghurs & other #Muslim communities escalating & response from #China’s Ambassador embarrassing so unconvincing #UyghurGenocide @channel4news @jonsnowc4 @UyghurBulletin https://channel4.com/news/uyghur-persecution-evidence-of-new-detention-facilities…
303,"#China’s #Xinjiang 
@rtenews
 reporter Yvonne Murray confirms genocidal persecution of #Uyghurs & other #Muslim communities escalating & response from #China’s Ambassador embarrassing so unconvincing #UyghurGenocide 
@channel4news
 @jonsnowc4
 @UyghurBulletin"
304,"Hong Kong, where people have “the freedom to do what they’re told”! A brilliant line. And then the report on the #Uyghurs utterly disgraceful treatment in Xinjiang - of course, our fashion industry surreptitiously supports this modern day slavery but who’s calling out retailers?"
305,"NYT Idol is Mao Zedong.
I'm don't shocked.
Many hypothetical about USA media.
They selling USA and Allies to china.

#HongKong #Uyghur #Uyghurs #Tibet #Election2020 #INDIA #Japan #QUAD #Communism"
306,"Th Representative of of ⁦
@UyghurCongress
⁩ Mr. Ilshat ⁦
@HKokbore
⁩ is speaking at front of the Capitol, Washington, d.c. #ResistChina
#Uyghurs #StopUyghurGenocide"
307,"Protest at Parliament Hill against Chinese brutality to #Uyghurs. 
#FascistChina
#TerroristChina
#FreedomForEastTurkistan
#FreedomForUyghurs"
308,"Not sure what reference citation technology you can rely on? Turn to the gold standard respected across industries, and begin to trust your research with EndNote."
309,#UK needs to call out #XiJinPing #China over its attack on #HongKong & abuse of occupied #Tibet #EastTurkestan #Uyghurs
310,"Last night, activists carried out a nighttime projection onto Westminster, detailing the human rights abuses by the CCP especially against the #Uyghurs, Tibetans, and people in Hong Kong.

We need to do much more to call out theses abuses and stand up for human rights in China."
311,"Delighted to meet 
@Afzal4Gorton
 again today, with #HongKongers

Thank you Afzal for your support for #HongKong #Uyghurs #Tibet"
312,"Today I met with Hong Kongers to mark the Global Day of Action, aimed at resisting human rights abuses in China. 

Together we will advocate for the rights of Hong Kongers, Uyghurs, Tibetans & all those oppressed under the CCP. 

Solidarity with "
313,"Famous #French talkshow ""Quotidien"" hold a program about #Uyghurs and ongoing #Chinese oppression against us with our blue flag on the background. 

Merci, #France!

#UyghurGenocide #ConcentrationCamps #china #Xinjiang #EastTurkistan #FreeUyghurs"
314,"Watched this and was absolutely heartbroken. 
China need to answer and stop blatantly lying about the inhumane terror they are inflicting on the #Uyghurs"
315,"That’s the sad part, if whatever happened to #Uyghurs,#Tibetans,#Mongols, even to ppl in #HongKong, it would’ve made sense, but now except it proves how stupid they are, it proves nothing further ..."
316,Chinese concentration camps for #Uyghurs
317,"When it comes to genocide, crimes against humanity and mass atrocities, the world expects faith leaders to take a stand. As Dietrich Bonhoeffer said: “Silence in the face of evil is itself evil. Not to speak is to speak. Not to act is to act.” #Uyghurs "
